fast_food,42.3541833,69.709999
hospital,42.32994217053877,69.62840462990029
house,42.331921699999995,69.62176219999999
hospital,42.332061713117696,69.62833707269002
bus_stop,42.3322986,69.6317915
hospital,42.33261127118134,69.62862037058942
apartments,42.333022813461604,69.6326906568058
apartments,42.33319708502434,69.63155078416968
bus_stop,42.3332284,69.6294752
apartments,42.33371021584101,69.6298419289903
bus_stop,42.3338428,69.6278846
apartments,42.33399216610187,69.6320864540956
apartments,42.33438959329863,69.63051494298026
pharmacy,42.3344283,69.6249081
apartments,42.334548000000005,69.62990735
college,42.3351731,69.6282444
hospital,42.33546711825427,69.63148257876341
bus_stop,42.3355051,69.6299126
atm,42.33558,69.627153
apartments,42.33603841422641,69.6305073481382
apartments,42.33618101562494,69.63201485776652
bus_stop,42.3361955,69.6301005
apartments,42.3364039007912,69.63104111483034
school,42.33650138286701,69.62805581139997
apartments,42.33699049992475,69.63163838125328
pharmacy,42.3371202,69.6308694
school,42.3358825,69.6203817
house,42.31965970000001,69.68073165000001
house,42.31970177085976,69.68102074029292
house,42.31976525,69.68129975000001
restaurant,42.3761542,69.5942856
cafe,42.3769353,69.5941207
bus_stop,42.3768648,69.5932939
bus_stop,42.3737618,69.5924863
bus_stop,42.3796995,69.597019
atm,42.3799895,69.5970744
house,42.327682769487254,69.6063794599923
house,42.327688443458335,69.60585139507313
house,42.3278939035456,69.60591878873586
house,42.32790827421963,69.60631189278408
house,42.32812411849336,69.60700251479022
house,42.32816360938229,69.60634151396893
house,42.32829696038621,69.60732148864938
house,42.32845666415537,69.60613136121184
house,42.32849972581226,69.60740935748163
house,42.328641899999994,69.6074575
house,42.328646164929346,69.60619096113112
house,42.328787920859284,69.6063191250029
house,42.32880565000001,69.60753085
house,42.328905260991974,69.60722440485272
house,42.328933693070155,69.60780987119973
house,42.32893568143622,69.60643157998103
house,42.3289370022916,69.60700133063621
house,42.32894709306478,69.60828042052532
house,42.3290139,69.60586675
house,42.3290355,69.60752840000002
bus_stop,42.3290584,69.6060308
house,42.32907392935853,69.60721639520729
house,42.32910358140397,69.60809810383174
house,42.329112300000006,69.6071379
house,42.329162068737894,69.60681786937262
house,42.32924522260827,69.60727534411885
house,42.3293897,69.60673965
house,42.32946941327769,69.60592398183232
restaurant,42.3266959,69.6008584
restaurant,42.326919078744545,69.59963545180241
apartments,42.32736457036288,69.59957540259482
apartments,42.32761588103526,69.59995099724007
apartments,42.32797133148851,69.59983227774968
house,42.3261811127692,69.60294055142124
house,42.326234199999995,69.60332715
house,42.32670651455111,69.6029786294826
house,42.32677084665732,69.60218056944488
house,42.32689374069626,69.60246331483945
house,42.32597319778382,69.60347446004751
house,42.326532150000006,69.60340875000001
house,42.32662818755393,69.60419810817373
house,42.32667465,69.60378815
house,42.32673355,69.60485775
house,42.3269513,69.6038748
house,42.32696311812006,69.60359068335615
house,42.3271822489172,69.60427912655763
house,42.32725900076659,69.60409403235268
house,42.32740282537992,69.6039231071822
house,42.327403000000004,69.60513725
house,42.32741007956915,69.60359455873953
house,42.32695955,69.60304980000002
house,42.3270081647961,69.60252731780875
house,42.3271060600304,69.60316214965016
house,42.32713905874055,69.60252798049476
house,42.327299302622954,69.60259993696394
apartments,42.3276463920964,69.60130051271268
house,42.327731549999996,69.60284734999999
house,42.32782815,69.60233885
house,42.32798375,69.60297015000002
house,42.32823760656403,69.60305476563002
house,42.3275421,69.6035061
house,42.327952350000004,69.60391560000001
house,42.3281244672866,69.60405815669223
house,42.328227950000006,69.60530410000001
house,42.32823532663397,69.60413669041017
house,42.32828925,69.60359645
house,42.3283286383171,69.60513191066323
house,42.328355002319306,69.60421623236125
house,42.32842630000001,69.6043964
house,42.328516783475784,69.60464945940367
house,42.32853412248696,69.60369925161768
house,42.32857819999999,69.6049344
house,42.328645878834514,69.60371704202761
house,42.32891300000001,69.60471319999999
house,42.32904971831943,69.60504999679424
house,42.32916550000001,69.6047946
house,42.32921002659793,69.60562758814544
house,42.32921493075713,69.60353587770918
house,42.32929173801114,69.60535713465508
house,42.3294001,69.60358095000001
house,42.328369450000004,69.60312234999999
house,42.32901259630664,69.60339217014739
house,42.32929255718246,69.6032983839763
house,42.32937792117429,69.60299516268084
apartments,42.329568568390584,69.60209184141708
house,42.32994286740203,69.60323043681079
pharmacy,42.330253,69.601019
bus_stop,42.3346011,69.603353
bank,42.3348112,69.6033148
house,42.3295328,69.60361605
house,42.329539502171755,69.60553595024338
house,42.32978807380273,69.60373024407491
house,42.329906310296614,69.60376908139524
school,42.33598435665296,69.60137709414421
bus_stop,42.3320335,69.6073428
cafe,42.3321587,69.6077115
bus_stop,42.3283096,69.5969044
bus_stop,42.328868,69.597129
bus_stop,42.3290497,69.5970578
apartments,42.32958701008731,69.5982264307652
cafe,42.3299489,69.5977632
retail,42.330260980597195,69.59789604434381
apartments,42.32834339137113,69.59854645292543
apartments,42.328578935609535,69.60001020824512
retail,42.328781794890844,69.60037696269772
apartments,42.32912573403236,69.6002607035427
apartments,42.33061855809929,69.59909309976572
retail,42.33083959322926,69.59995511253408
bus_stop,42.332789,69.5988228
bank,42.3332034,69.5985876
bus_stop,42.3333117,69.5988892
cafe,42.3333657,69.5986514
bus_stop,42.3308598,69.598004
bus_stop,42.330893,69.5978605
house,42.33115170000001,69.59832184999999
retail,42.331277720518464,69.59782581093599
retail,42.33176149937332,69.59796855634174
retail,42.33196305,69.5981839
pharmacy,42.332207016781425,69.5982399337249
retail,42.332745800000005,69.59847760000001
retail,42.333297180369954,69.59814973483276
apartments,42.333871800000004,69.5979357
